"ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PTPN6",126.14864416961,-0.138721793590979,0.241666200729983,-0.574022321582217,0.565952696387884,0.817976602757076
"LPCAT3",203.205545779219,0.857137356605924,0.274456690108295,3.12303320523073,0.00178997552227553,0.0614289093396461
"NT5DC3",101.010951080297,-0.710765008733064,0.390392480610809,-1.82064215893964,0.0686612698547289,0.339223951593609
"SUDS3",171.959323031747,-0.267209982554223,0.179954523196324,-1.48487505514216,0.137576925038101,0.455034018006454
"GOLT1B",143.808818659348,0.153429405091596,0.302227384262782,0.507662154658333,0.611690293572149,0.843637664323601
"LDHB",711.399705909252,-0.122869507088603,0.25857611301138,-0.475177330410237,0.634660583740215,0.85499818942932
"PRKAB1",190.302459313377,0.109142928284268,0.196797261519869,0.554595767447955,0.579171184725877,0.825157739304071
"CMAS",130.30776103317,-0.462700239363226,0.205418949423858,-2.2524710629714,0.0242925193713478,0.215020987557767
"HCFC2",37.6686476149516,0.0509481621595905,0.27673029920793,0.184107639479365,0.853929013485878,0.949896053293437
"C2CD5",58.7376230642402,0.328596772503887,0.237669835930539,1.38257667918752,0.166794703847362,0.496720287033911
"RAB35",166.963008927614,-0.335606948294145,0.144233065206521,-2.32683780112143,0.019973899665236,0.199928807102395
"PHC1",32.33782732283,0.131720956596133,0.26333970711494,0.500194057475126,0.616938442264926,0.846709618411734
"COX6A1",228.877048003918,-0.332297120605377,0.185246725921788,-1.79380833292392,0.0728437664595099,0.349762586648134
"RIC8B",47.5467512702809,0.0824510534201579,0.180745915496475,0.456171046486336,0.648266984038348,0.861984833213934
"SRSF9",332.46585225708,-0.337251498201377,0.1014201871918,-3.32528964439385,0.000883267234204136,0.0441341821676153
"FGFR1OP2",71.0457392081719,0.341015281008425,0.221738280681506,1.53791794524755,0.124068678969997,0.437757741352245
"COL12A1",464.909850163913,5.11990470561071,1.07255489928229,4.77355957167015,1.80997977617518e-06,0.000958959498375293
"BTN3A3",114.174400973873,1.02739067651059,0.311477311781598,3.29844466241887,0.000972220409746914,0.0455911440776181
